股票代號,季度名稱,單季 EPS (元),單季營收 (億元),單季毛利率 (%)
6415,2025 Q3,1.76,47.63,50.29
6415,2025 Q4,2.09,53.92,51.19
6415,2026 Q1,1.98,48.6,48.22
6416,2023 Q1,1.3,10.77,25.33
6416,2023 Q2,1.4,10.13,24.78
6416,2023 Q3,0.99,9.19,23.96
6416,2023 Q4,0.7,10.74,23.24
6416,2024 Q1,0.9,8.39,24.81
6416,2024 Q2,1.3,11.25,23.06
6416,2024 Q3,1.2,11.2,24.48
6416,2024 Q4,1.1,11.7,23.26
6416,2025 Q1,1.1,11.09,24.64
6416,2025 Q2,0.75,10.62,22.7
6416,2025 Q3,1.06,9.66,22.72
6416,2025 Q4,1.39,11.73,22.2
6416,2026 Q1,1.35,10.58,25.67
6417,2023 Q1,0.95,3.3,31.66
6417,2023 Q2,1.31,4.14,30.54
6417,2023 Q3,1.28,3.77,31.75
6417,2023 Q4,0.47,3.06,27.7
6417,2024 Q1,0.72,3.28,24.55
6417,2024 Q2,1.19,3.82,30.84
6417,2024 Q3,1.05,3.81,28.9
6417,2024 Q4,1.38,4.0,31.53
6417,2025 Q1,1.27,3.69,32.37
6417,2025 Q2,0.64,4.08,31.28
6417,2025 Q3,1.34,4.05,29.35
6417,2025 Q4,1.58,4.25,32.56
6417,2026 Q1,1.67,4.28,34.57
6418,2023 Q1,-0.03,1.73,19.16
6418,2023 Q2,0.76,2.25,22.02
6418,2023 Q3,0.43,2.33,20.66
6418,2023 Q4,0.22,1.98,20.06
6418,2024 Q1,0.28,1.78,19.68
6418,2024 Q2,0.38,2.27,19.2
6418,2024 Q3,0.07,2.06,19.72
6418,2024 Q4,0.37,1.83,22.27
6418,2025 Q1,0.01,1.73,19.55
6418,2025 Q2,0.58,2.16,22.67
6418,2025 Q3,0.13,1.99,19.93
6418,2025 Q4,0.01,1.94,19.72
6418,2026 Q1,-0.15,1.75,17.57
6419,2023 Q1,-0.02,0.42,61.07
6419,2023 Q2,0.83,0.64,49.35
6419,2023 Q3,0.9,1.11,35.89
6419,2023 Q4,-0.23,1.28,18.53
6419,2024 Q1,3.92,1.68,24.09
6419,2024 Q2,1.5,1.96,24.21
6419,2024 Q3,3.34,2.04,18.64
6419,2024 Q4,1.71,2.08,17.26
6419,2025 Q1,1.55,1.62,20.75
6419,2025 Q2,-2.25,0.93,37.23
6419,2025 Q3,4.99,0.97,25.7
6419,2025 Q4,5.29,1.47,26.93
6419,2026 Q1,4.55,2.53,22.22
6423,2023 Q2,0.45,0.86,
6423,2023 Q3,0.63,0.59,
6423,2023 Q4,0.11,0.43,
6423,2024 Q1,0.56,0.6,
6423,2024 Q2,-0.15,0.45,
6423,2024 Q3,0.52,0.71,
6423,2024 Q4,0.05,0.49,
6423,2025 Q1,0.51,0.7,
6423,2025 Q2,-0.18,0.45,
6423,2025 Q3,0.31,0.67,
6423,2025 Q4,-0.06,0.48,
6423,2026 Q1,0.28,0.65,
6425,2023 Q1,-1.11,1.68,25.0
6425,2023 Q2,-0.59,3.02,26.25
6425,2023 Q3,-0.22,2.4,25.92
6425,2023 Q4,0.33,3.84,23.05
6425,2024 Q1,0.7,3.97,38.19
6425,2024 Q2,0.02,4.78,29.47
6425,2024 Q3,-0.42,3.62,26.29
6425,2024 Q4,0.38,4.6,32.9
6425,2025 Q1,-0.72,2.9,24.99
6425,2025 Q2,-1.29,3.49,25.69
6425,2025 Q3,-0.58,2.89,28.56
6425,2025 Q4,0.97,4.81,34.1
6425,2026 Q1,0.17,4.05,27.72
6426,2023 Q1,-0.83,0.71,
6426,2023 Q2,-1.06,0.69,
6426,2023 Q3,-0.18,1.01,
6426,2023 Q4,-0.6,1.22,
6426,2024 Q1,-0.84,0.8,
6426,2024 Q2,-0.83,0.78,
6426,2024 Q3,-1.02,0.75,
6426,2024 Q4,-0.88,0.97,
6426,2025 Q1,-0.56,0.99,
6426,2025 Q2,-1.22,1.14,
6426,2025 Q3,0.7,1.35,
6426,2025 Q4,0.3,1.4,
6426,2026 Q1,0.74,1.54,
6428,2023 Q2,0.0,0.3,
6428,2023 Q4,0.32,0.29,
6428,2024 Q2,0.13,0.33,
6428,2024 Q4,0.43,0.32,
6428,2025 Q2,0.4,0.3,
6428,2025 Q4,0.88,0.34,
6431,2023 Q1,-0.46,0.55,
6431,2023 Q2,-0.15,1.05,
6431,2023 Q3,-0.58,0.57,
6431,2023 Q4,-0.63,0.76,
6431,2024 Q1,-0.62,0.62,
6431,2024 Q2,-0.62,0.89,
6431,2024 Q3,-0.43,1.05,
6431,2024 Q4,-0.86,1.24,
6431,2025 Q1,-0.46,1.1,
6431,2025 Q2,-0.55,0.86,
6431,2025 Q3,-0.43,0.67,
6431,2025 Q4,-0.63,1.14,
6431,2026 Q1,-0.4,0.86,
6432,2023 Q1,0.16,2.47,
6432,2023 Q2,0.46,2.66,
6432,2023 Q3,0.89,3.3,
6432,2023 Q4,-0.32,2.38,
6432,2024 Q1,0.51,2.3,
6432,2024 Q2,0.63,2.66,
6432,2024 Q3,0.12,2.75,
6432,2024 Q4,0.44,2.49,
6432,2025 Q1,0.45,2.87,
6432,2025 Q2,-0.83,2.77,
6432,2025 Q3,0.49,2.91,
6432,2025 Q4,0.37,2.71,
6432,2026 Q1,0.72,2.94,
6434,2023 Q2,-0.24,5.51,
6434,2023 Q4,-0.43,6.23,
6434,2024 Q2,-0.06,6.9,
6434,2024 Q4,-0.2,6.07,
6434,2025 Q2,-0.08,6.38,
6434,2025 Q4,-0.25,5.75,
6435,2023 Q1,0.7,6.14,
6435,2023 Q2,1.06,6.58,
6435,2023 Q3,1.62,6.97,
6435,2023 Q4,0.81,6.88,
6435,2024 Q1,1.56,6.95,
6435,2024 Q2,1.46,6.24,
6435,2024 Q3,1.52,7.12,
6435,2024 Q4,1.55,6.86,
6435,2025 Q1,2.37,9.12,
6435,2025 Q2,1.13,7.99,
6435,2025 Q3,2.63,8.21,
6435,2025 Q4,3.39,8.7,
6435,2026 Q1,3.67,9.48,
6438,2023 Q1,2.64,15.68,
6438,2023 Q2,2.38,16.21,
6438,2023 Q3,2.55,12.38,
6438,2023 Q4,1.32,13.83,
6438,2024 Q1,1.95,12.73,
6438,2024 Q2,1.16,12.5,
6438,2024 Q3,0.61,13.14,
6438,2024 Q4,3.92,12.84,
6438,2025 Q1,1.56,15.55,
6438,2025 Q2,1.72,16.31,
6438,2025 Q3,0.91,16.66,
6438,2025 Q4,1.07,16.15,
6438,2026 Q1,1.76,17.45,
6441,2023 Q1,-0.46,1.6,
6441,2023 Q2,-0.8,2.02,
6441,2023 Q3,0.06,1.69,
6441,2023 Q4,-0.28,1.52,
6441,2024 Q1,-0.43,1.03,
6441,2024 Q2,-0.52,1.31,
6441,2024 Q3,-0.4,2.26,
6441,2024 Q4,-1.3,0.8,
6441,2025 Q1,-0.65,0.81,
6441,2025 Q2,-2.33,0.84,
6441,2025 Q3,-0.78,0.48,
6441,2025 Q4,-1.4,0.23,
6441,2026 Q1,-1.36,0.28,
6442,2023 Q1,0.05,6.32,
6442,2023 Q2,1.07,6.99,
6442,2023 Q3,1.02,6.67,
6442,2023 Q4,0.39,6.2,
6442,2024 Q1,1.72,8.26,
6442,2024 Q2,3.27,14.42,
6442,2024 Q3,3.43,16.41,
6442,2024 Q4,5.78,25.01,
6442,2025 Q1,4.26,21.05,
6442,2025 Q2,2.6,29.09,
6442,2025 Q3,7.03,25.14,
6442,2025 Q4,9.59,30.0,
6442,2026 Q1,7.82,27.06,
6443,2023 Q1,0.37,21.79,
6443,2023 Q2,0.3,23.69,
6443,2023 Q3,0.23,18.58,
6443,2023 Q4,0.18,18.55,
6443,2024 Q1,0.04,11.68,
6443,2024 Q2,0.06,13.89,
6443,2024 Q3,0.04,12.06,
6443,2024 Q4,-1.31,7.51,
6443,2025 Q1,-0.23,7.42,
6443,2025 Q2,-0.46,3.69,
6443,2025 Q3,-1.21,3.41,
6443,2025 Q4,-4.34,3.73,
6443,2026 Q1,-0.2,4.06,
6446,2023 Q1,-2.44,8.88,
6446,2023 Q2,-0.62,12.65,
6446,2023 Q3,0.67,13.06,
6446,2023 Q4,0.38,16.47,
6446,2024 Q1,1.0,16.53,
6446,2024 Q2,2.09,23.06,
6446,2024 Q3,2.21,27.13,
6446,2024 Q4,3.73,30.62,
6446,2025 Q1,3.8,32.57,
6446,2025 Q2,2.5,36.02,
6446,2025 Q3,3.99,38.94,
6446,2025 Q4,3.98,48.81,
6446,2026 Q1,5.79,51.21,
6449,2023 Q1,0.34,5.93,
6449,2023 Q2,1.25,7.03,
6449,2023 Q3,1.45,8.22,
6449,2023 Q4,0.69,8.17,
6449,2024 Q1,1.59,7.21,
6449,2024 Q2,1.21,8.18,
6449,2024 Q3,1.33,9.21,
6449,2024 Q4,1.95,10.35,
6449,2025 Q1,1.54,9.05,
6449,2025 Q2,0.99,11.38,
6449,2025 Q3,2.28,11.62,
6449,2025 Q4,2.57,12.7,
6449,2026 Q1,2.11,11.28,
6451,2023 Q1,0.52,13.25,
6451,2023 Q2,0.76,11.96,
6451,2023 Q3,1.26,13.55,
6451,2023 Q4,1.57,13.36,
6451,2024 Q1,-0.81,9.25,
6451,2024 Q2,0.84,12.06,
6451,2024 Q3,0.08,13.63,
6451,2024 Q4,0.29,16.94,
6451,2025 Q1,-1.05,19.77,
6451,2025 Q2,-0.59,17.88,
6451,2025 Q3,1.0,16.97,
6451,2025 Q4,0.9,20.7,
6451,2026 Q1,-1.45,15.53,
6456,2023 Q1,-3.43,143.75,
6456,2023 Q2,0.36,206.62,
6456,2023 Q3,-2.39,173.9,
6456,2023 Q4,-2.65,189.19,
6456,2024 Q1,0.15,151.08,
6456,2024 Q2,-0.2,162.52,
6456,2024 Q3,-0.17,183.71,
6456,2024 Q4,0.68,202.55,
6456,2025 Q1,-0.21,151.87,
6456,2025 Q2,0.12,190.38,
6456,2025 Q3,-0.29,161.43,
6456,2025 Q4,-0.42,164.16,
6456,2026 Q1,-0.61,160.78,
6457,2023 Q1,-1.2,1.41,
6457,2023 Q2,-0.93,1.73,
6457,2023 Q3,-0.09,2.11,
6457,2023 Q4,-0.98,2.14,
6457,2024 Q1,-0.56,2.0,
6457,2024 Q2,0.08,2.62,
6457,2024 Q3,0.13,2.61,
6461,2023 Q1,-0.7,0.04,
6461,2023 Q2,-0.62,0.1,
6461,2023 Q3,-0.73,0.07,
6461,2023 Q4,-0.76,0.05,
6461,2024 Q1,-0.55,0.15,
6461,2024 Q2,-0.68,0.05,
6461,2024 Q3,-0.7,0.09,
6461,2024 Q4,-0.76,0.11,
6461,2025 Q1,-0.64,0.08,
6461,2025 Q2,-0.23,0.88,
6461,2025 Q3,-0.88,0.07,
6461,2025 Q4,-0.77,0.05,
6461,2026 Q1,-0.63,0.18,
6462,2023 Q1,-1.26,9.3,
6462,2023 Q2,-2.44,8.46,
6462,2023 Q3,-3.13,9.47,
6462,2023 Q4,-3.07,11.27,
6462,2024 Q1,-1.31,10.16,
6462,2024 Q2,-2.28,9.51,
6462,2024 Q3,-2.65,12.46,
6462,2024 Q4,-6.38,15.81,
6462,2025 Q1,-2.57,10.72,
6462,2025 Q2,-5.39,12.03,
6462,2025 Q3,-4.55,14.62,
6462,2025 Q4,-5.01,15.9,
6462,2026 Q1,-2.7,22.71,
6464,2023 Q1,1.94,10.36,
6464,2023 Q2,1.86,10.32,
6464,2023 Q3,1.9,10.39,
6464,2023 Q4,0.07,10.7,
6464,2024 Q1,1.8,10.69,
6464,2024 Q2,1.96,10.52,
6464,2024 Q3,1.64,10.84,
6464,2024 Q4,1.56,11.62,
6464,2025 Q1,1.57,11.08,
6464,2025 Q2,1.23,10.67,
6464,2025 Q3,1.36,11.05,
6464,2025 Q4,0.04,11.72,
6464,2026 Q1,1.39,10.39,
6465,2023 Q1,-0.23,0.79,
6465,2023 Q2,-0.6,0.43,
6465,2023 Q3,-0.44,0.6,
6465,2023 Q4,-0.39,0.6,
6465,2024 Q1,-0.45,0.42,
6465,2024 Q2,-0.55,0.43,
6465,2024 Q3,-0.14,0.42,
6465,2024 Q4,-0.19,0.35,
6465,2025 Q1,-0.39,0.39,
6465,2025 Q2,-0.3,0.49,
6465,2025 Q3,0.01,0.45,
6465,2025 Q4,1.61,1.3,
6465,2026 Q1,1.31,0.71,
6467,2023 Q4,-3.12,0.01,
6467,2024 Q2,-1.68,0.0,
6467,2024 Q4,-3.69,0.0,
6467,2025 Q2,-1.4,0.08,
6467,2025 Q4,-4.16,0.01,
6467,2026 Q1,-0.82,0.0,
6469,2023 Q1,1.74,38.14,
6469,2023 Q2,1.86,40.74,
6469,2023 Q3,1.47,40.54,
6469,2023 Q4,1.6,42.01,
6469,2024 Q1,1.5,42.06,
6469,2024 Q2,1.51,42.29,
6469,2024 Q3,1.27,43.38,
6469,2024 Q4,1.32,45.02,
6469,2025 Q1,1.21,46.66,
6469,2025 Q2,1.21,47.85,
6469,2025 Q3,0.88,46.06,
6469,2025 Q4,0.99,48.38,
6469,2026 Q1,0.83,48.39,
6470,2023 Q1,0.89,5.81,
6470,2023 Q2,1.66,6.34,
6470,2023 Q3,1.92,6.5,
6470,2023 Q4,-0.35,5.06,
6470,2024 Q1,0.91,3.44,
6470,2024 Q2,0.79,4.61,
6470,2024 Q3,0.3,5.96,
6470,2024 Q4,1.61,5.65,
6470,2025 Q1,1.65,5.54,
6470,2025 Q2,-1.52,5.3,
6470,2025 Q3,2.14,4.95,
6470,2025 Q4,1.6,3.75,
6470,2026 Q1,0.84,2.69,
6472,2023 Q1,13.62,47.81,
6472,2023 Q2,8.95,31.39,
6472,2023 Q3,7.28,30.75,
6472,2023 Q4,5.57,32.06,
6472,2024 Q1,7.07,28.57,
6472,2024 Q2,11.61,50.27,
6472,2024 Q3,14.15,56.15,
6472,2024 Q4,5.82,57.46,
6472,2025 Q1,13.55,44.8,
6472,2025 Q2,5.95,48.68,
6472,2025 Q3,5.09,48.06,
6472,2025 Q4,2.56,48.61,
6472,2026 Q1,0.21,40.01,
6473,2023 Q2,-1.36,0.63,
6473,2023 Q4,-2.82,1.1,
6473,2024 Q2,-0.7,0.93,
6473,2024 Q4,-1.41,0.6,
6473,2025 Q2,-0.56,0.38,
6473,2025 Q4,-2.66,0.35,
6474,2023 Q2,0.75,19.81,
6474,2023 Q4,0.75,20.51,
6474,2024 Q2,1.05,20.74,
6474,2024 Q4,2.62,20.2,
6474,2025 Q1,1.15,9.73,
6474,2025 Q2,0.87,9.94,
6474,2025 Q3,0.83,9.5,
6474,2025 Q4,0.65,9.33,
6474,2026 Q1,0.9,9.76,
6477,2023 Q1,0.48,4.98,
6477,2023 Q2,0.77,5.14,
6477,2023 Q3,0.39,2.55,
6477,2023 Q4,-0.42,2.34,
6477,2024 Q1,-0.3,1.86,
6477,2024 Q2,0.15,2.36,
6477,2024 Q3,0.15,2.99,
6477,2024 Q4,-0.52,1.74,
6477,2025 Q1,-0.09,1.46,
6477,2025 Q2,0.22,2.19,
6477,2025 Q3,-0.01,2.88,
6477,2025 Q4,-0.1,2.03,
6477,2026 Q1,-0.02,2.25,
6482,2023 Q1,0.58,1.0,
6482,2023 Q2,0.61,0.84,
6482,2023 Q3,0.51,1.11,
6482,2023 Q4,0.11,1.4,
6482,2024 Q1,0.67,1.23,
6482,2024 Q2,0.46,1.2,
6482,2024 Q3,0.99,1.48,
6482,2024 Q4,1.51,1.6,
6482,2025 Q1,0.99,1.43,
6482,2025 Q2,0.16,1.29,
6482,2025 Q3,0.63,1.2,
6482,2025 Q4,0.73,1.04,
6482,2026 Q1,0.28,0.93,
6483,2023 Q2,-0.48,0.0,
6483,2023 Q4,-1.21,0.0,
6483,2024 Q2,-0.49,0.0,
6483,2024 Q4,-1.14,0.0,
6483,2025 Q2,-0.72,0.0,
6483,2025 Q4,-1.53,0.0,
6485,2023 Q1,0.78,3.83,
6485,2023 Q2,0.9,4.48,
6485,2023 Q3,0.22,4.55,
6485,2023 Q4,0.21,3.99,
6485,2024 Q1,-0.9,2.58,
6485,2024 Q2,-0.29,3.2,
6485,2024 Q3,0.1,3.4,
6485,2024 Q4,-0.27,3.43,
6485,2025 Q1,0.56,3.97,
6485,2025 Q2,-0.25,3.33,
6485,2025 Q3,-0.63,3.24,
6485,2025 Q4,1.03,4.21,
6485,2026 Q1,0.0,3.38,
6486,2023 Q1,0.73,3.33,
6486,2023 Q2,1.77,4.73,
6486,2023 Q3,0.62,3.7,
6486,2023 Q4,3.18,10.67,
6486,2024 Q1,1.36,4.33,
6486,2024 Q2,1.35,6.42,
6486,2024 Q3,0.91,5.77,
6486,2024 Q4,2.27,8.79,
6486,2025 Q1,1.04,4.14,
6486,2025 Q2,0.98,4.87,
6486,2025 Q3,0.81,5.93,
6486,2025 Q4,2.94,11.92,
6486,2026 Q1,0.59,4.65,
6488,2023 Q1,11.49,186.16,
6488,2023 Q2,11.0,178.96,
6488,2023 Q3,12.73,173.76,
6488,2023 Q4,10.19,167.63,
6488,2024 Q1,8.1,150.87,
6488,2024 Q2,6.02,153.26,
6488,2024 Q3,6.18,158.7,
6488,2024 Q4,0.87,163.43,
6488,2025 Q1,3.05,155.95,
6488,2025 Q2,3.52,160.08,
6488,2025 Q3,4.12,144.93,
6488,2025 Q4,4.61,145.02,
6488,2026 Q1,3.97,139.85,
6491,2023 Q1,4.83,14.6,
6491,2023 Q2,5.23,16.15,
6491,2023 Q3,5.24,16.77,
6491,2023 Q4,7.52,20.38,
6491,2024 Q1,6.54,17.25,
6491,2024 Q2,6.09,16.38,
6491,2024 Q3,5.61,16.59,
6491,2024 Q4,5.24,17.95,
6491,2025 Q1,6.27,15.93,
6491,2025 Q2,4.02,16.27,
6491,2025 Q3,5.09,18.89,
6491,2025 Q4,5.49,19.3,
6491,2026 Q1,6.06,18.86,
6492,2023 Q1,-0.82,0.0,
6492,2023 Q2,-0.72,0.0,
6492,2023 Q3,-0.84,0.0,
6492,2023 Q4,-0.93,0.0,
6492,2024 Q1,-0.71,0.0,
6492,2024 Q2,-0.78,0.0,
6492,2024 Q3,-0.91,0.0,
6492,2024 Q4,-0.89,0.0,
6492,2025 Q1,-0.69,0.0,
6492,2025 Q2,-0.63,0.0,
6492,2025 Q3,-0.74,0.0,
6492,2025 Q4,-0.91,0.0,
6492,2026 Q1,-0.75,0.0,
6493,2023 Q2,0.11,1.66,
6493,2023 Q4,0.28,1.52,
6493,2024 Q2,0.01,1.32,
6493,2024 Q4,0.11,1.8,
6493,2025 Q2,-0.11,2.13,
6493,2025 Q4,-0.79,1.86,
6494,2023 Q1,-0.85,2.81,
6494,2023 Q2,1.16,3.54,
6494,2023 Q3,1.19,3.67,
6494,2023 Q4,0.3,3.3,
6494,2024 Q1,0.63,3.28,
6494,2024 Q2,1.58,3.99,
6494,2024 Q3,0.22,3.2,
6494,2024 Q4,0.2,2.98,
6494,2025 Q1,-0.3,2.83,
6494,2025 Q2,-1.63,2.93,
6494,2025 Q3,0.13,2.8,
6494,2025 Q4,0.87,3.31,
6494,2026 Q1,0.75,3.84,
6495,2023 Q2,-0.43,1.78,
6495,2023 Q4,0.14,1.97,
6495,2024 Q2,-0.56,1.58,
6496,2023 Q1,-0.52,1.88,
6496,2023 Q2,-0.79,1.88,
6496,2023 Q3,-0.81,1.87,
6496,2023 Q4,0.14,2.09,
6496,2024 Q1,-0.73,1.9,
6496,2024 Q2,-0.46,2.13,
6496,2024 Q3,-0.48,2.18,
6496,2024 Q4,-0.47,2.41,
6496,2025 Q1,-0.89,2.1,
6496,2025 Q2,-1.03,2.02,
6496,2025 Q3,-1.19,2.07,
6496,2025 Q4,-0.85,2.79,
6496,2026 Q1,-1.18,2.18,
6498,2023 Q2,2.0,3.48,
6498,2023 Q4,6.17,5.34,
6498,2024 Q2,1.64,4.4,
6498,2024 Q3,1.83,2.99,
6498,2024 Q4,2.09,2.93,
6498,2025 Q1,1.5,2.56,
6498,2025 Q2,0.97,3.03,
6498,2025 Q3,2.1,3.48,
6498,2025 Q4,1.9,3.28,
6498,2026 Q1,1.75,3.45,
6499,2023 Q1,-1.98,0.43,
6499,2023 Q2,-7.22,0.52,
6499,2023 Q3,-2.11,0.46,
6499,2023 Q4,-2.22,0.55,
6499,2024 Q1,-2.17,0.47,
6499,2024 Q2,-2.31,0.64,
6499,2024 Q3,-2.0,1.05,
6499,2024 Q4,-2.26,0.77,
6499,2025 Q1,-1.93,1.02,
6499,2025 Q2,-1.93,1.1,
6499,2025 Q3,-1.9,0.92,
6499,2025 Q4,-1.48,1.15,
6499,2026 Q1,-1.26,1.14,
6504,2023 Q1,0.14,14.33,
6504,2023 Q2,1.13,16.36,
6504,2023 Q3,0.43,14.71,
6504,2023 Q4,-0.05,16.39,
6504,2024 Q1,0.98,14.29,
6504,2024 Q2,-0.09,17.08,
6504,2024 Q3,-0.63,16.87,
6504,2024 Q4,1.13,18.92,
6504,2025 Q1,0.59,16.7,
6504,2025 Q2,-3.23,16.24,
6504,2025 Q3,0.49,16.12,
6504,2025 Q4,1.06,17.09,
6504,2026 Q1,0.1,15.91,
6505,2023 Q1,0.47,1846.42,
6505,2023 Q2,-0.13,1593.97,
6505,2023 Q3,1.81,1926.58,
6505,2023 Q4,0.15,1758.78,
6505,2024 Q1,0.53,1711.97,
6505,2024 Q2,0.28,1706.16,
6505,2024 Q3,-0.32,1731.9,
6505,2024 Q4,0.14,1488.2,
6505,2025 Q1,0.39,1732.67,
6505,2025 Q2,-0.79,1455.47,
6505,2025 Q3,0.9,1635.29,
6505,2025 Q4,0.54,1438.15,
6505,2026 Q1,2.14,1619.89,
6506,2023 Q1,0.19,4.74,
6506,2023 Q2,-0.17,3.38,
6506,2023 Q3,-0.14,3.7,
6506,2023 Q4,0.13,3.99,
6506,2024 Q1,0.4,4.88,
6506,2024 Q2,0.3,4.89,
6506,2024 Q3,-0.16,4.65,
6506,2024 Q4,0.21,4.66,
6506,2025 Q1,0.41,5.2,
6506,2025 Q2,0.09,4.84,
6506,2025 Q3,0.23,4.4,
6506,2025 Q4,0.32,4.32,
6506,2026 Q1,0.52,5.71,
6508,2023 Q1,0.43,4.7,
6508,2023 Q2,0.39,4.07,
6508,2023 Q3,0.47,4.2,
6508,2023 Q4,-0.24,2.31,
6508,2024 Q1,0.5,4.33,
6508,2024 Q2,0.46,4.6,
6508,2024 Q3,0.08,3.72,
6508,2024 Q4,0.04,2.19,
6508,2025 Q1,0.41,4.35,
6508,2025 Q2,-0.28,5.47,
6508,2025 Q3,0.14,2.57,
6508,2025 Q4,0.0,1.83,
6508,2026 Q1,0.36,4.62,
6509,2023 Q1,0.79,12.04,
6509,2023 Q2,0.64,11.41,
6509,2023 Q3,0.61,11.49,
6509,2023 Q4,0.44,10.27,
6509,2024 Q1,0.83,12.03,
6509,2024 Q2,1.05,12.31,
6509,2024 Q3,0.6,11.91,
6509,2024 Q4,0.23,11.21,
6509,2025 Q1,0.81,13.11,
6509,2025 Q2,0.6,12.81,
6509,2025 Q3,0.94,11.92,
6509,2025 Q4,0.52,10.93,
6509,2026 Q1,1.19,13.81,
6510,2023 Q1,-0.94,6.75,
6510,2023 Q2,1.07,7.44,
6510,2023 Q3,0.33,6.92,
6510,2023 Q4,0.53,7.72,
6510,2024 Q1,0.43,6.76,
6510,2024 Q2,2.04,7.23,
6510,2024 Q3,3.25,9.17,
6510,2024 Q4,9.83,12.89,
6510,2025 Q1,6.75,11.52,
6510,2025 Q2,6.57,12.16,
6510,2025 Q3,8.41,12.42,
6510,2025 Q4,8.68,11.96,
6510,2026 Q1,10.43,13.57,
6512,2023 Q1,-0.41,0.51,
6512,2023 Q2,-0.25,0.7,
6512,2023 Q3,-0.02,0.67,
6512,2023 Q4,-0.3,0.52,
6512,2024 Q1,-0.12,0.59,
6512,2024 Q2,-0.11,0.54,
6512,2024 Q3,-0.21,0.37,
6512,2024 Q4,-0.51,0.46,
6512,2025 Q1,-0.04,0.47,
6512,2025 Q2,-0.34,0.52,
6512,2025 Q3,0.05,0.51,
6512,2025 Q4,-0.45,0.29,
6512,2026 Q1,-0.28,0.34,
6514,2023 Q1,0.41,1.29,
6514,2023 Q2,1.07,1.12,
6514,2023 Q3,0.51,1.12,
6514,2023 Q4,0.8,1.33,
6514,2024 Q1,0.55,1.25,
6514,2024 Q2,1.23,1.78,
6515,2023 Q1,4.18,10.08,37.73
6515,2023 Q2,3.96,10.17,34.78
6515,2023 Q3,3.7,9.84,34.87
6515,2023 Q4,1.68,6.73,42.72
6515,2024 Q1,5.81,10.73,43.35
6515,2024 Q2,6.52,12.56,42.96
6515,2024 Q3,11.75,19.3,41.13
6515,2024 Q4,10.23,15.39,47.75
6515,2025 Q1,17.21,22.97,48.77
6515,2025 Q2,5.76,15.22,48.97
6515,2025 Q3,10.43,18.04,42.08
6515,2025 Q4,13.53,22.34,41.7
6515,2026 Q1,19.54,29.8,43.01
6516,2023 Q1,0.38,1.28,47.49
6516,2023 Q2,0.37,1.23,50.58
6516,2023 Q3,0.33,1.18,48.95
6516,2023 Q4,0.15,1.37,45.04
6516,2024 Q1,0.33,0.91,62.14
6516,2024 Q2,0.39,0.89,60.24
6516,2024 Q3,0.4,1.39,50.96
6516,2024 Q4,0.41,1.25,56.43
6516,2025 Q1,0.36,1.34,51.67
6516,2025 Q2,0.31,1.2,60.41
6516,2025 Q3,0.22,1.24,54.15
6516,2025 Q4,0.63,1.7,53.03
6516,2026 Q1,0.66,1.8,49.12
6517,2023 Q1,1.3,1.58,46.09
6517,2023 Q2,0.78,1.07,41.76
6517,2023 Q3,1.26,1.25,40.57
6517,2023 Q4,0.55,1.23,41.12
6517,2024 Q1,1.25,1.29,41.25
6517,2024 Q2,0.72,1.0,44.15
6517,2024 Q3,0.69,1.41,40.37
6517,2024 Q4,1.01,1.28,36.23
6517,2025 Q1,0.8,1.29,40.04
6517,2025 Q2,-0.58,1.35,36.8
6517,2025 Q3,0.42,0.84,36.35
6517,2025 Q4,0.98,1.43,36.0
6517,2026 Q1,0.52,1.05,33.19
6518,2023 Q2,0.59,4.03,11.89
6518,2023 Q4,1.28,4.3,12.61
6518,2024 Q2,0.71,4.33,12.39
6518,2024 Q4,1.49,4.57,12.25
6518,2025 Q2,0.87,4.49,13.67
6518,2025 Q4,2.02,5.16,14.08
6523,2023 Q1,2.27,2.75,73.09
6523,2023 Q2,1.84,2.36,67.13
6523,2023 Q3,2.82,2.98,71.09
6523,2023 Q4,2.5,3.28,73.98
6523,2024 Q1,3.6,3.49,73.74
6523,2024 Q2,1.7,2.46,68.27
6523,2024 Q3,2.15,3.04,67.85
6523,2024 Q4,3.12,3.43,71.92
6523,2025 Q1,3.44,3.47,72.63
6523,2025 Q2,-0.07,2.26,66.42
6523,2025 Q3,2.47,3.21,67.69
6523,2025 Q4,1.94,2.75,67.88
6523,2026 Q1,1.88,2.76,67.24
6525,2023 Q1,1.24,10.67,
6525,2023 Q2,1.2,10.88,
6525,2023 Q3,1.06,11.14,
6525,2023 Q4,0.89,11.5,
6525,2024 Q1,1.21,10.61,
6525,2024 Q2,1.26,11.86,
6525,2024 Q3,1.14,11.94,
6525,2024 Q4,1.54,12.29,
6525,2025 Q1,1.42,12.14,
6525,2025 Q2,1.1,13.87,
6525,2025 Q3,1.85,13.9,
6525,2025 Q4,1.5,13.35,
6525,2026 Q1,1.62,13.57,
6526,2023 Q1,0.82,30.3,
6526,2023 Q2,1.88,35.16,
6526,2023 Q3,2.92,38.43,
6526,2023 Q4,0.85,31.86,
6526,2024 Q1,2.46,38.27,
6526,2024 Q2,4.78,48.99,
6526,2024 Q3,5.09,55.65,
6526,2024 Q4,3.76,48.32,
6526,2025 Q1,4.36,52.23,
6526,2025 Q2,4.64,55.22,
6526,2025 Q3,5.0,56.31,
6526,2025 Q4,3.32,45.51,
